0400 - Fornitore;t_cotp;NrOdA;t_odat;t_pono;t_item;4050 - Qta Ordinata (kg);4050 - Importo Ordinato
BP0003735;A01;OA0000069;03/09/2020;130;NSAV100V61L;6678;297406,38
BP0003735;A01;OA0000069;03/09/2020;140;NSAV100SI1L;712;297406,38
BP0004710;A01;OA0000070;03/09/2020;10;NSAZ055D1;28520;81675
BP0004710;A01;OA0000070;03/09/2020;20;NSAZ080D1;49920;81675
BP0004710;A01;OA0000070;03/09/2020;30;NSAZ080D1;28590;81675
BP0004710;A01;OA0000070;03/09/2020;40;NSAZ050D1;23740;81675
BP0004448;A01;OA0000071;03/09/2020;10;NSZN075D1275;61790;138939,8
BP0004448;A01;OA0000071;03/09/2020;20;NSZN100D1275;62390;138939,8
BP0004448;A01;OA0000071;03/09/2020;30;NSZN150D1275;61040;138939,8
BP0004448;A01;OA0000071;03/09/2020;40;NSZN150D1275;61290;138939,8
BP0004448;A01;OA0000071;03/09/2020;50;NSZN200D1275;58930;138939,8
BP0004448;A01;OA0000071;03/09/2020;60;NSZN200D1275;65150;138939,8
BP0004448;A01;OA0000071;03/09/2020;70;NSZN300D1275;54980;138939,8
BP0004448;A01;OA0000071;03/09/2020;80;NSZN250D1275;61460;138939,8
BP0004448;A01;OA0000071;03/09/2020;90;NSZN250D1275;10790;138939,8
BP0004448;A01;OA0000072;03/09/2020;10;NSZN030D1100;58260;299984
BP0004448;A01;OA0000072;03/09/2020;20;NSZN040D1100;43050;299984
BP0004448;A01;OA0000072;03/09/2020;30;NSZN045D1100;67790;299984
BP0004448;A01;OA0000072;03/09/2020;40;NSZN060D1100;56220;299984
BP0004448;A01;OA0000072;03/09/2020;50;NSZN060D1100;51240;299984
BP0004448;A01;OA0000072;03/09/2020;60;NSZN080D1100;66920;299984
BP0004448;A01;OA0000072;03/09/2020;70;NSZN080D1100;103120;299984
BP0004448;A01;OA0000072;03/09/2020;80;NSZN100D1100;70930;299984
BP0004448;A01;OA0000072;03/09/2020;90;NSZN100D1100;107970;299984
BP0004448;A01;OA0000072;03/09/2020;100;NSZN150D1100;61710;299984
BP0004448;A01;OA0000072;03/09/2020;110;NSZN150D1100;161130;299984
BP0004448;A01;OA0000072;03/09/2020;120;NSZN150D1100;113228;299984
BP0004448;A01;OA0000072;03/09/2020;130;NSZN200D1100;159790;299984
BP0003735;A01;OA0000073;03/09/2020;10;NSAV080B91L;5080;113482,47
BP0003735;A01;OA0000073;03/09/2020;20;NSAV080B91L;20534;113482,47
BP0003735;A01;OA0000073;03/09/2020;30;NSAV100B91L;6810;113482,47
BP0003735;A01;OA0000073;03/09/2020;50;NSZV100D1NE1;0;113482,47
BP0003735;A01;OA0000073;03/09/2020;80;NSAV080GA1L;5448;113482,47
BP0003735;A01;OA0000073;03/09/2020;110;NSAV100NE1L;6190;113482,47
BP0001520;A01;OA0000074;03/09/2020;10;NSAI050439FTE;31410;117399,15
BP0001520;A01;OA0000074;03/09/2020;20;NSAI050439FTE;23790;117399,15
BP0001520;A01;OA0000074;03/09/2020;30;NSAI050439FTE;3845;117399,15
BP0003653;A01;OA0000075;03/09/2020;10;FOCU300ESCR;1019;6393,21
BP0004389;A01;OA0000076;03/09/2020;10;XXIMCA85X108;3140;1230
BP0000855;A01;OA0000077;04/09/2020;10;NSAI080304PS2B;1489;3350,25
BP0003416;A01;OA0000078;04/09/2020;10;NSCU060DSCR;45524;346582,94
BP0003416;A01;OA0000078;04/09/2020;20;NSCU060DSCR;43966;346582,94
BP0003416;A01;OA0000078;04/09/2020;30;NSCU080DSCR;13989;346582,94
BP0003416;A01;OA0000079;04/09/2020;10;NSCU400DSCR;5982;31712,5
BP0003416;A01;OA0000080;04/09/2020;10;NSCU060DSCR;21926;215833,59
BP0003416;A01;OA0000080;04/09/2020;20;NSCU060DSCR;36282;215833,59
BP0003416;A01;OA0000080;04/09/2020;30;NSCU080DSCR;11462;215833,59
BP0003416;A01;OA0000080;04/09/2020;40;NSCU150DSCR;4990;215833,59
BP0003242;A01;OA0000081;04/09/2020;10;NSAL2505754H34;9864;154325,55
BP0003242;A01;OA0000081;04/09/2020;20;NSAL1505754H111;9208;154325,55
BP0003242;A01;OA0000081;04/09/2020;30;NSAL2005754H111;8602;154325,55
BP0003242;A01;OA0000081;04/09/2020;40;NSAL2005754H111;9926;154325,55
BP0003242;A01;OA0000081;04/09/2020;50;NSAL0503105H16;5915;154325,55
BP0003242;A01;OA0000081;04/09/2020;60;NSAL0603105H16;11863;154325,55
BP0003242;A01;OA0000081;04/09/2020;70;NSAL0803105H16;14514;154325,55
BP0003242;A01;OA0000081;04/09/2020;80;NSAL1003105H16;14648;154325,55
BP0003242;A01;OA0000082;04/09/2020;10;NSAL0503105H16;6758;46062
BP0003242;A01;OA0000082;04/09/2020;20;NSAL0703105H16;7616;46062
BP0003242;A01;OA0000082;04/09/2020;30;NSAL1205754H111;9544;46062
BP0004594;A01;OA0000083;04/09/2020;10;NSAV100BG2L;8226;19931,6
BP0003242;A01;OA0000084;04/09/2020;10;NSAL2005754H111;10046;20340
BP0003653;A01;OA0000085;04/09/2020;10;NSCU048DSCR;12685;2085077,81
BP0003653;A01;OA0000085;04/09/2020;20;NSCU050DSCR;25508;2085077,81
BP0003653;A01;OA0000085;04/09/2020;30;NSCU055DSCR;45432;2085077,81
BP0003653;A01;OA0000085;04/09/2020;40;NSCU058DSCR;12062;2085077,81
BP0003653;A01;OA0000085;04/09/2020;50;NSCU060DSCR;10413;2085077,81
BP0003653;A01;OA0000085;04/09/2020;60;NSCU060DSCR;304916;2085077,81
BP0003653;A01;OA0000085;04/09/2020;70;NSCU070DSCR;12529;2085077,81
BP0003653;A01;OA0000085;04/09/2020;80;NSCU080DSCR;23420;2085077,81
BP0003653;A01;OA0000085;04/09/2020;90;NSCU055DSCR;26054;2085077,81
BP0003653;A01;OA0000085;04/09/2020;100;NSCU058DSCR;51346;2085077,81
BP0003653;A01;OA0000085;04/09/2020;110;NSCU048DSCR;23390;2085077,81
BP0003653;A01;OA0000085;04/09/2020;120;NSCU048DSCR;32326;2085077,81
BP0003653;A01;OA0000085;04/09/2020;130;NSCU053DSCR;12584;2085077,81
BP0004448;A01;OA0000086;04/09/2020;20;NSZV055D1HTM2;67640;34361,12
BP0004448;A01;OA0000087;04/09/2020;10;NSZV060D1BM2;28740;71599,22
BP0004448;A01;OA0000087;04/09/2020;30;NSZV080D1NE2;42210;71599,22
BP0004448;A01;OA0000087;04/09/2020;40;NSZV055D1HGA2;23570;71599,22
BP0004448;A01;OA0000087;04/09/2020;50;NSZV055D1HTM2;55390;71599,22
BP0004519;A01;OA0000088;04/09/2020;10;NSAV100B91L;6798;70694,25
BP0004519;A01;OA0000088;04/09/2020;20;NSAV080GA1L;13448;70694,25
BP0004519;A01;OA0000088;04/09/2020;30;NSAV070SI1LS;6884;70694,25
BP0003653;A01;OA0000089;05/09/2020;10;NSCU060DCOT;5484;1765162,5
BP0003653;A01;OA0000089;05/09/2020;20;NSCU048DSCR;12807;1765162,5
BP0003653;A01;OA0000089;05/09/2020;30;NSCU048DSCR;25724;1765162,5
BP0003653;A01;OA0000089;05/09/2020;40;NSCU050DSCR;23225;1765162,5
BP0003653;A01;OA0000089;05/09/2020;50;NSCU055DSCR;12712;1765162,5
BP0003653;A01;OA0000089;05/09/2020;60;NSCU058DSCR;12690;1765162,5
BP0003653;A01;OA0000089;05/09/2020;70;NSCU058DSCR;13002;1765162,5
BP0003653;A01;OA0000089;05/09/2020;80;NSCU060DSCR;151366;1765162,5
BP0003653;A01;OA0000089;05/09/2020;90;NSCU070DSCR;12254;1765162,5
BP0003653;A01;OA0000089;05/09/2020;100;NSCU080DSCR;49346;1765162,5
BP0003653;A01;OA0000089;05/09/2020;110;NSCU120DSCR;4806;1765162,5
BP0003653;A01;OA0000089;05/09/2020;120;NSCU150DSCR;28018;1765162,5
BP0003653;A01;OA0000089;05/09/2020;130;NSCU048DSCR;48660;1765162,5
BP0003653;A01;OA0000089;05/09/2020;140;NSCU048DSCR;12040;1765162,5
BP0003653;A01;OA0000089;05/09/2020;150;NSCU060DSCR;9253;1765162,5
BP0003653;A01;OA0000089;05/09/2020;160;NSCU053DSCR;12505;1765162,5
BP0004415;A01;OA0000090;07/09/2020;10;NSAI0603162B;24200;198323,5
BP0004415;A01;OA0000090;07/09/2020;20;NSAI2003162B;15430;198323,5
BP0004415;A01;OA0000090;07/09/2020;30;NSAI0603162B;20490;198323,5
BP0004415;A01;OA0000090;07/09/2020;40;NSAI2503162B;20345;198323,5
BP0004933;A01;OA0000091;07/09/2020;10;XXNA1600X28CS24;216;25,9
BP0003653;A01;OA0000092;07/09/2020;10;FOCU030DSCR;1064;6740,44
BP0002923;A01;OA0000093;07/09/2020;10;XXIMPE250A;751;5250
BP0002923;A01;OA0000093;07/09/2020;20;XXIMPE250A;751,5;5250
BP0002923;A01;OA0000093;07/09/2020;30;XXIMPE250A;379,5;5250
BP0004594;A01;OA0000094;07/09/2020;10;NSAV100TM2L;9652;72239
BP0004594;A01;OA0000094;07/09/2020;20;NSAV100TM2L;9168;72239
BP0004594;A01;OA0000094;07/09/2020;30;NSAV100TM2L;12246;72239
BP0001372;A01;OA0000095;08/09/2020;10;NSAV080BG2L;5829;104697,42
BP0001372;A01;OA0000095;08/09/2020;20;NSAV080BG2L;7250;104697,42
BP0001372;A01;OA0000095;08/09/2020;30;NSAV100BG2L;5779;104697,42
BP0001372;A01;OA0000095;08/09/2020;40;NSAV100BG2L;8324;104697,42
BP0001372;A01;OA0000095;08/09/2020;50;NSAV100GR2L;5612;104697,42
BP0001372;A01;OA0000095;08/09/2020;60;NSAV100GR2L;7038;104697,42
BP0003130;A01;OA0000096;08/09/2020;10;NSAV100BG2L;16444;118216,23
BP0003130;A01;OA0000096;08/09/2020;20;NSAV100BG2L;15446;118216,23
BP0003130;A01;OA0000096;08/09/2020;30;NSAV100TM2L;20556;118216,23
BP0003130;A01;OA0000096;08/09/2020;40;NSAV100TM2L;16128;118216,23
BP0004343;A01;OA0000097;08/09/2020;10;NSAI1003162B;20280;194800
BP0004343;A01;OA0000097;08/09/2020;20;NSAI1203162B;21370;194800
BP0004343;A01;OA0000097;08/09/2020;30;NSAI2003162B;20405;194800
BP0004343;A01;OA0000097;08/09/2020;40;NSAI2503162B;21325;194800
BP0004448;A01;OA0000098;08/09/2020;10;NSZV150D1AGA2;43770;16902,27
BP0004448;A01;OA0000098;08/09/2020;20;NSZV150D1AGA2;4603;16902,27
BP0001234;A01;OA0000099;08/09/2020;10;NSTZ070PRP;9994;35378,76
BP0004353;A01;OA0000100;08/09/2020;10;NSZV050D1TMA2;11550;50832,17
BP0004353;A01;OA0000100;08/09/2020;20;NSZV045D1TM2;62760;50832,17
BP0004353;A01;OA0000100;08/09/2020;30;NSZV080D1TMA2;12250;50832,17
BP0004353;A01;OA0000100;08/09/2020;40;NSZV100D1B91;10880;50832,17
BP0003960;A01;OA0000101;08/09/2020;10;NSAL1001050H24;4615;53613
BP0003960;A01;OA0000101;08/09/2020;20;NSAL1001050H24;9135;53613
BP0003960;A01;OA0000101;08/09/2020;30;NSAL1501050H24;8915;53613
BP0003960;A01;OA0000101;08/09/2020;40;NSAL2001050H24;2325;53613
BP0004197;A01;OA0000102;08/09/2020;10;FOAV150GA1P;1834;10318
BP0004197;A01;OA0000102;08/09/2020;20;FOAV150GA1P;1125;10318
BP0004197;A01;OA0000104;09/09/2020;10;NSAV150CS1P;1560;5175
BP0000610;A01;OA0000105;09/09/2020;10;ACCZVGOGA100;100;397,2
BP0000610;A01;OA0000105;09/09/2020;20;ACCZVGOGA100F3;150;397,2
BP0000610;A01;OA0000105;09/09/2020;30;ACCZVGOB9100F3;50;397,2
BP0000808;A01;OA0000106;09/09/2020;10;XXBI080;15;723,6
BP0000808;A01;OA0000106;09/09/2020;20;XXBI100;15;723,6
BP0005405;A01;OA0000107;09/09/2020;10;NSZN100D1100;48980;61295,53
BP0005405;A01;OA0000107;09/09/2020;20;NSZN200D1100;34320;61295,53
BP0005405;A01;OA0000107;09/09/2020;30;NSZN200D1100;51260;61295,53
BP0005405;A01;OA0000107;09/09/2020;40;NSZN060D1100;30255;61295,53
BP0005405;A01;OA0000107;09/09/2020;50;NSZN150D1100;11965;61295,53
BP0004176;A01;OA0000108;09/09/2020;10;NSAI0803042B;151820;362042,9
BP0004176;A01;OA0000108;09/09/2020;20;NSAI1003042B;48280;362042,9
BP0004176;A01;OA0000108;09/09/2020;30;NSAI1503042B;87020;362042,9
BP0004176;A01;OA0000108;09/09/2020;40;NSAI2003042B;84460;362042,9
BP0004176;A01;OA0000108;09/09/2020;50;NSAI0803042B;4530;362042,9
BP0004176;A01;OA0000109;09/09/2020;10;NSAI0803042B;145270;655070,8
BP0004176;A01;OA0000109;09/09/2020;20;NSAI1003042B;25020;655070,8
BP0004176;A01;OA0000109;09/09/2020;30;NSAI1003042B;140780;655070,8
BP0004176;A01;OA0000109;09/09/2020;40;NSAI1503042B;137040;655070,8
BP0004176;A01;OA0000109;09/09/2020;50;NSAI2003042B;141336;655070,8
BP0004176;A01;OA0000109;09/09/2020;60;NSAI3003042B;47960;655070,8
BP0004176;A01;OA0000109;09/09/2020;70;NSAI2003042B;8900;655070,8
BP0004176;A01;OA0000110;09/09/2020;10;NSAI0803042B;25200;49875
BP0004519;A01;OA0000111;09/09/2020;10;NSAV080M81L;13868;73672,47
BP0004519;A01;OA0000111;09/09/2020;20;NSAV100SS1L;6946;73672,47
BP0004519;A01;OA0000111;09/09/2020;30;NSAV080SI1L;6722;73672,47
BP0001372;A01;OA0000112;09/09/2020;10;NSAV070TM2L;4373;11304,21
BP0003130;A01;OA0000113;09/09/2020;10;NSAL0701050H22;10261;141776,47
BP0003130;A01;OA0000113;09/09/2020;20;NSAL0701050H22;6080;141776,47
BP0003130;A01;OA0000113;09/09/2020;30;NSAL1001050H24;9855;141776,47
BP0003130;A01;OA0000113;09/09/2020;40;NSAL1001050H24;26596;141776,47
BP0003130;A01;OA0000113;09/09/2020;50;NSAL1501050H24;10730;141776,47
BP0003130;A01;OA0000113;09/09/2020;60;NSAL1501050H24;7620;141776,47
BP0003130;A01;OA0000113;09/09/2020;70;NSAL2001050H24;15476;141776,47
BP0003130;A01;OA0000113;09/09/2020;80;NSAL1001050H24;2629;141776,47
BP0003130;A01;OA0000113;09/09/2020;90;NSAL0801050H24;2801;141776,47
BP0000610;A01;OA0000114;09/09/2020;10;NSAL06010500;706;2602
BP0000610;A01;OA0000114;09/09/2020;20;NSAL06010500;195;2602
BP0003653;A01;OA0000115;09/09/2020;10;FOCU250DSCR;4162;26132
BP0001338;A01;OA0000116;09/09/2020;10;NFCU060DSCRF3P5;72,06845238;26470,1
BP0001338;A01;OA0000116;09/09/2020;20;NFAL100F3P5;570,2740741;26470,1
BP0001338;A01;OA0000116;09/09/2020;30;NFZV060D1TM-F3P5;372,1734521;26470,1
BP0001338;A01;OA0000116;09/09/2020;40;NFZN060D1F3P5;301,7048346;26470,1
BP0003130;A01;OA0000117;09/09/2020;10;NSAL1001050H24;13654;14535,37
BP0004281;A01;OA0000118;09/09/2020;10;XXIMPOLIST;2010;2552
BP0003130;A01;OA0000119;09/09/2020;10;NSAV100BG2L;6454;45292,53
BP0003130;A01;OA0000119;09/09/2020;20;NSAV100TM2L;5662;45292,53
BP0003130;A01;OA0000119;09/09/2020;30;NSAV100T81LW;6182;45292,53
BP0003130;A01;OA0000120;09/09/2020;10;NSAV100BG2L;6571;30815,83
BP0003130;A01;OA0000120;09/09/2020;20;NSAV100T81LW;6292;30815,83
BP0003130;A01;OA0000120;09/09/2020;30;NSAV100TM2L;6160;30815,83
BP0003130;A01;OA0000121;09/09/2020;10;NSAL0601050H24;14934;15053,47
BP0003130;A01;OA0000122;09/09/2020;10;NSAL0801050H24;10401;120233,26
BP0003130;A01;OA0000122;09/09/2020;20;NSAL0801050H24;6472;120233,26
BP0003130;A01;OA0000122;09/09/2020;30;NSAL0801050H24GOF;12872;120233,26
BP0003130;A01;OA0000122;09/09/2020;40;NSAL0801050H24;7671;120233,26
BP0003130;A01;OA0000122;09/09/2020;50;NSAL1201050H24;6192;120233,26
BP0003130;A01;OA0000122;09/09/2020;60;NSAL1501050H24;6192;120233,26
BP0003130;A01;OA0000122;09/09/2020;70;NSAL2001050H24;9652;120233,26
BP0003130;A01;OA0000122;09/09/2020;80;NSAL2001050H24;5958;120233,26
BP0001372;A01;OA0000123;09/09/2020;10;NSAV080BR2L;11049;97565,86
BP0001372;A01;OA0000123;09/09/2020;20;NSAV080BR2L;14774;97565,86
BP0001372;A01;OA0000124;09/09/2020;10;NSAV050PR2L;2880;7289,28
BP0003653;A01;OA0000126;09/09/2020;10;NSCU080DSCR;13160;158653,34
BP0003653;A01;OA0000126;09/09/2020;20;NSCU080DSCR;13093;158653,34
BP0003653;A01;OA0000127;09/09/2020;10;MCCU030DCOTD4;1805;12019,5
BP0003694;A01;OA0000128;09/09/2020;10;NSPB100-1000-5000;6205;56487,01
BP0003694;A01;OA0000128;09/09/2020;20;NSPB120-1000-5000;10286;56487,01
BP0003694;A01;OA0000128;09/09/2020;30;NSPB120-1000-2500;3990;56487,01
BP0003694;A01;OA0000128;09/09/2020;40;NSPB120-0330-5000;1035;56487,01
BP0003694;A01;OA0000128;09/09/2020;50;NSPB120-0500-5000;1004;56487,01
BP0003694;A01;OA0000128;09/09/2020;60;NSPB150-1000-5000;4045;56487,01
BP0003694;A01;OA0000128;09/09/2020;70;NSPB050-1000-5000;2649;56487,01
BP0003694;A01;OA0000128;09/09/2020;80;NSPB200-1000-5000;4232;56487,01
BP0004549;A01;OA0000129;09/09/2020;10;XXIMFEL260X1700;1012;16470
BP0004549;A01;OA0000129;09/09/2020;20;XXIMFEL420X1800;1511;16470
BP0004804;A01;OA0000130;09/09/2020;10;XXIMAD50NENE;864;2442,6
BP0002105;A01;OA0000131;09/09/2020;10;XXIMLEFO100X300;109;2674,6
BP0002105;A01;OA0000131;09/09/2020;20;XXIMLEFO100X350;36;2674,6
BP0003845;A01;OA0000132;10/09/2020;10;XXIMFESIGIL;32000;2375,72
BP0003845;A01;OA0000132;10/09/2020;20;XXIMPET19X13;46095;2375,72
BP0003735;A01;OA0000133;10/09/2020;10;NSAV100BP1L;6724;110266
BP0003735;A01;OA0000133;10/09/2020;20;NSAV080GA1L;5526;110266
BP0003735;A01;OA0000133;10/09/2020;30;NSAV100GA1L;13422;110266
BP0003735;A01;OA0000133;10/09/2020;40;NSAV100G71L;5440;110266
BP0003735;A01;OA0000133;10/09/2020;50;NSAV100G72L;13520;110266
BP0003735;A01;OA0000133;10/09/2020;60;NSAV080NE1L;6194;110266
BP0003735;A01;OA0000135;10/09/2020;10;NSAV100B91L;6874;253672,5
BP0003735;A01;OA0000135;10/09/2020;20;NSAV120B91L;6698;253672,5
BP0003735;A01;OA0000135;10/09/2020;30;NSAV120B91L;7084;253672,5
BP0003735;A01;OA0000135;10/09/2020;40;NSAV080GA1L;27820;253672,5
BP0003735;A01;OA0000135;10/09/2020;50;NSAV100GA1L;13560;253672,5
BP0003735;A01;OA0000135;10/09/2020;60;NSAV080NE1L;6982;253672,5
BP0003735;A01;OA0000135;10/09/2020;70;NSAV100NE1L;13020;253672,5
BP0003735;A01;OA0000135;10/09/2020;80;NSAV100G71L;6764;253672,5
BP0003735;A01;OA0000135;10/09/2020;90;NSAV080M81L;6776;253672,5
BP0003735;A01;OA0000135;10/09/2020;100;NSAV100SI1L;5336;253672,5
BP0003735;A01;OA0000135;10/09/2020;110;NSAV100SI1L;26780;253672,5
BP0004229;A01;OA0000136;10/09/2020;10;NSAI050304BA;13565;186458,13
BP0004229;A01;OA0000136;10/09/2020;20;NSAI060304BA;14354;186458,13
BP0004229;A01;OA0000136;10/09/2020;30;NSAI080304BA;15807;186458,13
BP0004229;A01;OA0000136;10/09/2020;40;NSAI100304BA;14824;186458,13
BP0004229;A01;OA0000136;10/09/2020;50;NSAI150304BA;19747;186458,13
BP0004229;A01;OA0000136;10/09/2020;60;NSAI150304BA;14460;186458,13
BP0004353;A01;OA0000137;10/09/2020;10;NSZV070D1B91;36080;14233,56
BP0004353;A01;OA0000138;10/09/2020;10;NSCO080;35600;11748
BP0005405;A01;OA0000139;10/09/2020;10;NSZN050D1100;57700;196249,51
BP0005405;A01;OA0000139;10/09/2020;20;NSZN050D1100;20320;196249,51
BP0005405;A01;OA0000139;10/09/2020;30;NSZN060D1100;17600;196249,51
BP0005405;A01;OA0000139;10/09/2020;40;NSZN080D1100;89440;196249,51
BP0005405;A01;OA0000139;10/09/2020;50;NSZN080D1100;106160;196249,51
BP0005405;A01;OA0000139;10/09/2020;60;NSZN090D1100;9720;196249,51
BP0005405;A01;OA0000139;10/09/2020;70;NSZN100D1100;52820;196249,51
BP0005405;A01;OA0000139;10/09/2020;80;NSZN100D1100;57700;196249,51
BP0005405;A01;OA0000139;10/09/2020;90;NSZN200D1100;20540;196249,51
BP0005405;A01;OA0000139;10/09/2020;100;NSZN200D1100;97360;196249,51
BP0005405;A01;OA0000139;10/09/2020;120;NSZN100D1100;10400;196249,51
BP0005405;A01;OA0000139;10/09/2020;130;NSZN200D1100;9070;196249,51
BP0005405;A01;OA0000139;10/09/2020;140;NSZN080D1100;10430;196249,51
BP0005405;A01;OA0000139;10/09/2020;150;NSZN200D1100;5190;196249,51
BP0005405;A01;OA0000139;10/09/2020;160;NSZN050D1100;10210;196249,51
BP0005405;A01;OA0000140;10/09/2020;10;NSZN050D1200;19910;184751,15
BP0005405;A01;OA0000140;10/09/2020;20;NSZN050D1200;141240;184751,15
BP0005405;A01;OA0000140;10/09/2020;30;NSZN050D1200;36560;184751,15
BP0005405;A01;OA0000140;10/09/2020;40;NSZN055D1200;94980;184751,15
BP0005405;A01;OA0000140;10/09/2020;50;NSZN055D1200;17520;184751,15
BP0005405;A01;OA0000140;10/09/2020;60;NSZN055D1200;38120;184751,15
BP0005405;A01;OA0000140;10/09/2020;70;NSZN075D1200;69220;184751,15
BP0005405;A01;OA0000140;10/09/2020;80;NSZN075D1200;60220;184751,15
BP0005405;A01;OA0000140;10/09/2020;90;NSZN400D1200;33280;184751,15
BP0005405;A01;OA0000140;10/09/2020;100;NSZN050D1200;6670;184751,15
BP0005405;A01;OA0000140;10/09/2020;110;NSZN075D1200;12100;184751,15
BP0005405;A01;OA0000140;10/09/2020;120;NSZN050D1200;7930;184751,15
BP0005405;A01;OA0000141;10/09/2020;10;NSZN080D1100;64160;180044,55
BP0005405;A01;OA0000141;10/09/2020;20;NSZN080D1100;39520;180044,55
BP0005405;A01;OA0000141;10/09/2020;30;NSZN100D1100;70880;180044,55
BP0005405;A01;OA0000141;10/09/2020;40;NSZN100D1100;58240;180044,55
BP0005405;A01;OA0000141;10/09/2020;50;NSZN100D1100;35520;180044,55
BP0005405;A01;OA0000141;10/09/2020;60;NSZN120D1100;29300;180044,55
BP0005405;A01;OA0000141;10/09/2020;70;NSZN150D1100;8180;180044,55
BP0005405;A01;OA0000141;10/09/2020;80;NSZN150D1100;126280;180044,55
BP0005405;A01;OA0000141;10/09/2020;90;NSZN200D1100;54250;180044,55
BP0005405;A01;OA0000141;10/09/2020;100;NSZN200D1100;123100;180044,55
BP0005405;A01;OA0000141;10/09/2020;120;NSZN100D1100;9750;180044,55
BP0005405;A01;OA0000141;10/09/2020;130;NSZN200D1100;7990;180044,55
BP0005405;A01;OA0000141;10/09/2020;140;NSZN200D1100;7970;180044,55
BP0005405;A01;OA0000141;10/09/2020;150;NSZN080D1100;5890;180044,55
BP0004448;A01;OA0000142;10/09/2020;10;NSZV060D1BZ2;51820;43587,59
BP0004448;A01;OA0000142;10/09/2020;20;NSZV080D1NE2;45790;43587,59
BP0004448;A01;OA0000142;10/09/2020;30;NSZV080D1NE2;10200;43587,59
BP0004448;A01;OA0000142;10/09/2020;40;NSZV040D1NE2;3430;43587,59
BP0004445;A01;OA0000143;10/09/2020;10;NSAI080430BA;18832;128284,77
BP0004445;A01;OA0000143;10/09/2020;20;NSAI150430BA;113044;128284,77
BP0004445;A01;OA0000143;10/09/2020;30;NSAI200430BA;84536;128284,77
BP0004445;A01;OA0000144;10/09/2020;10;NSAI0603042B;0;-5365,71
BP0004445;A01;OA0000144;10/09/2020;20;NSAI0703042B;0;-5365,71
BP0004445;A01;OA0000145;10/09/2020;10;NSAI100430BA;21949;50200
BP0004445;A01;OA0000145;10/09/2020;20;NSAI120430BA;20542;50200
BP0004353;A01;OA0000146;11/09/2020;10;NSZV110D1GAG2;14380;17312,4
BP0004353;A01;OA0000146;11/09/2020;20;NSZV110D1CGAG2;6740;17312,4
BP0004353;A01;OA0000146;11/09/2020;30;NSZV110D1CGAG2;4390;17312,4
BP0004176;A01;OA0000147;11/09/2020;10;NSAI0803042B;14130;908061
BP0004176;A01;OA0000147;11/09/2020;20;NSAI0803042B;19440;908061
BP0004176;A01;OA0000147;11/09/2020;30;NSAI0803042B;197848;908061
BP0004176;A01;OA0000147;11/09/2020;40;NSAI1003042B;16080;908061
BP0004176;A01;OA0000147;11/09/2020;50;NSAI1003042B;20280;908061
BP0004176;A01;OA0000147;11/09/2020;60;NSAI1003042B;101520;908061
BP0004176;A01;OA0000147;11/09/2020;70;NSAI1203042B;15620;908061
BP0004176;A01;OA0000147;11/09/2020;80;NSAI1203042B;50380;908061
BP0004176;A01;OA0000147;11/09/2020;90;NSAI1503042B;40076;908061
BP0004176;A01;OA0000147;11/09/2020;100;NSAI2003042B;34800;908061
BP0004176;A01;OA0000147;11/09/2020;110;NSAI2003042B;146160;908061
BP0004176;A01;OA0000147;11/09/2020;120;NSAI2503042B;40040;908061
BP0004176;A01;OA0000147;11/09/2020;130;NSAI3003042B;87156;908061
BP0004176;A01;OA0000147;11/09/2020;140;NSAI1503042B;98000;908061
BP0005405;A01;OA0000148;11/09/2020;10;NSZN060D1200;8930;26499,38
BP0005405;A01;OA0000148;11/09/2020;20;NSZN080D1200;8900;26499,38
BP0005405;A01;OA0000148;11/09/2020;30;NSZN090D1200;32640;26499,38
BP0005405;A01;OA0000148;11/09/2020;40;NSZN120D1200;10470;26499,38
BP0002923;A01;OA0000149;11/09/2020;10;XXIMPLPREGGIA;?;1069,2
BP0004984;A01;OA0000150;11/09/2020;10;NSAL06010500;533;3300
BP0004984;A01;OA0000150;11/09/2020;20;NSAL06010500;514,1;3300
BP0005405;A01;OA0000151;11/09/2020;10;NSZN050D3100;0;2288,74
BP0004197;A01;OA0000152;11/09/2020;10;FOAV150RS1P;590;2153,5
BP0000610;A01;OA0000153;11/09/2020;10;ACCZVCOB9100;20;0
BP0004448;A01;OA0000154;11/09/2020;10;NSZN050D3140;183080;66824,2
BP0004415;A01;OA0000155;11/09/2020;10;NSAI0503042B;0;0
BP0004415;A01;OA0000155;11/09/2020;20;NSAI1203042B;0;0
BP0004415;A01;OA0000155;11/09/2020;30;NSAI1003042B;0;0
BP0004415;A01;OA0000155;11/09/2020;40;NSAI2003042B;0;0
BP0004415;A01;OA0000155;11/09/2020;50;NSAI3003042B;0;0
BP0004394;A01;OA0000156;11/09/2020;10;NSAL1003003H111;14356;30720
BP0004348;A01;OA0000157;11/09/2020;10;NSAI1204302B;2179;3981,6
BP0004348;A01;OA0000157;11/09/2020;20;NSAI1504302B;718;3981,6
BP0004348;A01;OA0000157;11/09/2020;30;NSAI1504302B;895;3981,6
BP0005405;A01;OA0000158;11/09/2020;10;NSZN060D1275;19808;6635,68
BP0005405;A01;OA0000159;11/09/2020;10;NSZN055D1200;61240;13400
BP0005405;A01;OA0000160;11/09/2020;10;NSZN075D1275;47460;21285,36
BP0005405;A01;OA0000160;11/09/2020;20;NSZN075D1275;11960;21285,36
